APN,ADDRESS_PO,AREA,ATTACHED_FLAG,DETACHED_FLAG,IMPROVEMEN,LESS_50K,SFHA_FLAG,FLOOD_FLAG,PUC_DESC,BLOCK,BOOK,LOT,SUBLOT,PARCEL_ID,PERIMETER,RETIRE_DAT,REV_DATE,TAXYEAR,LAND,FIXTURES,TOTAL_GROS,EXEM_HOMEO,NET_ASSESS,ASSESSMENT,TRA,PUC,SITUS_CITY,GEOMETRY_L,GEOMETRY_A,CENT_X,CENT_Y
63533190,112 Aster Way,7828.04,1,1,"$108,225.00 ",0,0,0,Single Family Residence,3,63,19,0,18635,376.7,,5/25/2007,2017,"$178,571 ",,"$286,796 ",,"$286,796 ",Annual,21026,1,East Palo Alto,369.4681642,7709.529654,-122.1246174,37.45398287
63533200,116 Aster Way,6626.43,1,,"$83,948.00 ",0,0,0,Single Family Residence,3,63,20,0,18634,355.33,,5/25/2007,2017,"$9,453 ",,"$93,401 ","$7,000 ","$86,401 ",Annual,21026,1,East Palo Alto,355.5881941,6718.003578,-122.1245987,37.45414157
63533210,120 Aster Way,6117.57,1,,"$74,371.00 ",0,0,0,Single Family Residence,3,63,21,0,18633,327.24,,5/25/2007,2017,"$74,371 ",,"$148,742 ","$7,000 ","$141,742 ",Annual,21026,1,East Palo Alto,318.894985,5724.675342,-122.1246341,37.45430316
63482020,621 Circle Dr,7444.88,,,"$296,833 ",,,,More than 1 detached living unit,2,63,2,0,18976,372.87,,5/25/2007,2017,"$127,427 ",,"$424,260 ",,"$424,260 ",Annual,21014,91,East Palo Alto,368.4168111,7102.390104,-122.1393868,37.45732565
63533220,124 Aster Way,4813.6,,,"$275,000.00 ",0,0,0,Single Family Residence,3,63,22,0,18632,295.61,,5/25/2007,2017,"$600,000 ",,"$875,000 ",,"$875,000 ",Annual,21026,1,East Palo Alto,299.9996353,4999.992494,-122.1246858,37.45444545
63533230,128 Aster Way,4876.63,,,"$119,053.00 ",0,0,0,Single Family Residence,3,63,23,0,18631,297.08,,5/25/2007,2017,"$71,427 ",,"$190,480 ",,"$190,480 ",Annual,21026,1,East Palo Alto,299.9996353,4999.992495,-122.1247249,37.45457919
63515170,,23686.04,,,,,,,Vacant Land,5,63,17,0,18895,791.55,,5/25/2007,2017,"$2,402,825 ",,"$2,402,825 ",,"$2,402,825 ",Annual,21004,0,East Palo Alto,837.6326998,27344.56667,-122.13602,37.45692546
63533240,132 Aster Way,5049.68,,,"$240,837.00 ",0,0,0,Single Family Residence,3,63,24,0,18630,300.76,,5/25/2007,2017,"$240,837 ",,"$481,674 ",,"$481,674 ",Annual,21026,1,East Palo Alto,300.0008228,5000.027426,-122.1247639,37.45471294
63533250,136 Aster Way,4922.59,,,"$192,905.00 ",0,0,0,Single Family Residence,3,63,25,0,18629,298.42,,5/25/2007,2017,"$192,905 ",,"$385,810 ","$7,000 ","$378,810 ",Annual,21026,1,East Palo Alto,300.0008228,5000.027426,-122.124803,37.45484669
63533260,140 Aster Way,5085.48,,,"$113,910.00 ",0,0,0,Single Family Residence,3,63,26,0,18628,301.88,,5/25/2007,2017,"$424,577 ",,"$538,487 ",,"$538,487 ",Annual,21026,1,East Palo Alto,300.0008228,5000.027425,-122.124842,37.45498044
63533270,144 Aster Way,5159.32,,,"$210,975.00 ",0,0,0,Single Family Residence,3,63,27,0,18627,304.22,,5/25/2007,2017,"$210,975 ",,"$421,950 ","$7,000 ","$414,950 ",Annual,21026,1,East Palo Alto,300.0008228,5000.027425,-122.124881,37.45511419
63533280,148 Aster Way,5171.46,,,"$180,731.00 ",0,1,0,Single Family Residence,3,63,28,0,18626,306.23,,5/25/2007,2017,"$180,731 ",,"$361,462 ","$7,000 ","$354,462 ",Annual,21026,1,East Palo Alto,312.2576545,5532.683382,-122.124934,37.45525441
63533290,152 Aster Way,5801.47,1,,"$131,332.00 ",0,1,0,Single Family Residence,3,63,29,0,18625,321.07,,5/25/2007,2017,"$131,332 ",,"$262,664 ",,"$262,664 ",Annual,21026,1,East Palo Alto,308.603722,5249.415985,-122.1249088,37.45540584
63533300,156 Aster Way,6576.31,1,,"$64,934.00 ",0,1,0,Single Family Residence,3,63,30,0,18624,335.59,,5/25/2007,2017,"$121,211 ",,"$186,145 ",,"$186,145 ",Annual,21026,1,East Palo Alto,322.4640905,6028.268796,-122.124767,37.45551704
63534010,167 Wisteria Dr,6656.48,1,,"$235,077.00 ",0,1,0,Single Family Residence,4,63,1,0,18685,319.57,,5/25/2007,2015,"$235,077 ",,"$470,154 ",,"$470,154 ",Annual,21026,1,East Palo Alto,307.1366984,6173.918139,-122.124768,37.45590842
63515320,44 Newell Rd,11532.03,,,"$686,558 ",,,,Five or More Units,5,63,32,0,18897,496,,5/25/2007,2017,"$1,056,244 ",,"$1,742,802 ",,,Annual,21004,5,East Palo Alto,510.9945846,12094.58468,-122.1363422,37.45617938
63481210,1901 Cooley Ave,8564.56,,,"$549,015 ",,,,Two Duplexes,1,63,21,0,18979,370.43,,5/25/2007,2017,"$549,015 ",,"$1,098,030 ",,"$1,098,030 ",Annual,21014,94,East Palo Alto,373.8993714,8732.567,-122.1392609,37.45578268
63534020,155 Aster Way,6198.68,1,,"$94,355.00 ",0,1,0,Single Family Residence,4,63,2,0,18684,332.59,,5/25/2007,2017,"$44,596 ",,"$138,951 ","$7,000 ","$131,951 ",Annual,21026,1,East Palo Alto,314.595444,5589.5639,-122.1250231,37.45586556
63534030,151 Aster Way,5846.66,1,,"$180,883.00 ",0,0,0,Single Family Residence,4,63,3,0,18683,318.25,,5/25/2007,2017,"$357,509 ",,"$538,392 ","$7,000 ","$531,392 ",Annual,21026,1,East Palo Alto,307.5977004,5565.648451,-122.1251798,37.4557717
63534040,147 Aster Way,6004.43,1,,"$212,512.00 ",0,0,0,Single Family Residence,4,63,4,0,18682,319.36,,5/25/2007,2017,"$197,717 ",,"$410,229 ","$7,000 ","$403,229 ",Annual,21026,1,East Palo Alto,310.3459366,5690.796254,-122.1253056,37.45564493
63534050,143 Aster Way,6514.96,1,,"$230,410.00 ",0,0,0,Single Family Residence,4,63,5,0,18681,329.65,,5/25/2007,2017,"$230,410 ",,"$460,820 ",,"$460,820 ",Annual,21026,1,East Palo Alto,333.7624763,6676.707027,-122.1253973,37.45548413
63534060,139 Aster Way,5547.88,1,,"$112,888.00 ",0,0,0,Single Family Residence,4,63,6,0,18680,311.09,,5/25/2007,2017,"$112,888 ",,"$225,776 ",,"$225,776 ",Annual,21026,1,East Palo Alto,290.2335237,4521.328381,-122.125443,37.45533032
63534070,135 Aster Way,5310.97,,,"$30,479.00 ",1,0,0,Single Family Residence,4,63,7,0,18679,308.76,,5/25/2007,2017,"$9,453 ",,"$39,932 ","$7,000 ","$32,932 ",Annual,21026,1,East Palo Alto,314.4680365,5653.358899,-122.1254339,37.45518522
63534080,131 Aster Way,5168.13,,,"$152,234.00 ",0,0,0,Single Family Residence,4,63,8,0,18678,312.12,,5/25/2007,2017,"$144,452 ",,"$296,686 ",,"$296,686 ",Annual,21026,1,East Palo Alto,314.848953,5419.606191,-122.1254012,37.45503759
63534090,127 Aster Way,6071.93,1,,"$43,304.00 ",1,0,0,Single Family Residence,4,63,9,0,18677,336.33,,5/25/2007,2017,"$9,453 ",,"$52,757 ","$7,000 ","$45,757 ",Annual,21026,1,East Palo Alto,333.0761551,5933.388898,-122.125373,37.45489784
63534100,123 Aster Way,5948.57,1,,"$333,065.00 ",0,0,0,Single Family Residence,4,63,10,0,18676,333.24,,5/25/2007,2017,"$354,069 ",,"$687,134 ",,"$687,134 ",Annual,21026,1,East Palo Alto,324.1565162,5434.717739,-122.1253354,37.45476614
63534110,119 Aster Way,4957.13,,,"$57,879.00 ",0,0,0,Single Family Residence,4,63,11,0,18675,302.24,,5/25/2007,2017,"$130,244 ",,"$188,123 ",,"$188,123 ",Annual,21026,1,East Palo Alto,308.9627358,5196.952696,-122.1252802,37.45463855
63534120,115 Aster Way,5296.47,,,"$30,479.00 ",1,0,0,Single Family Residence,4,63,12,0,18674,302.6,,5/25/2007,2017,"$9,453 ",,"$39,932 ","$7,000 ","$32,932 ",Annual,21026,1,East Palo Alto,311.1747463,5623.268429,-122.1252215,37.45449472
63484060,1934 Capitol Ave,24739.6,,,"$683,400 ",,,,Five or More Units,4,63,6,0,18966,635.08,,5/25/2007,2017,"$4,159,092 ",,"$4,842,492 ",,"$4,842,492 ",Annual,21014,5,East Palo Alto,621.7211673,23577.54541,-122.1401317,37.45857265
63534130,111 Aster Way,5082.85,,,"$253,897.00 ",0,0,0,Single Family Residence,4,63,13,0,18673,296.81,,5/25/2007,2017,"$216,383 ",,"$470,280 ",,"$470,280 ",Annual,21026,1,East Palo Alto,299.8566896,5175.329343,-122.1251588,37.45434056
63534140,107 Aster Way,5872.01,1,,"$127,255.00 ",0,0,0,Single Family Residence,4,63,14,0,18672,314.88,,5/25/2007,2017,"$127,255 ",,"$254,510 ","$7,000 ","$247,510 ",Annual,21026,1,East Palo Alto,308.3980451,5520.776186,-122.1251265,37.4541779
63483040,1943 Capitol Ave,11228.91,,,"$310,080 ",,,,"Fourplex plus a Residence,Duples or Tri",3,63,4,0,18973,453.99,,5/25/2007,2017,"$1,495,320 ",,"$1,805,400 ",,"$1,805,400 ",Annual,21014,96,East Palo Alto,445.7757065,10815.57965,-122.140843,37.45839753
63534150,212 Daphne Way,5185.59,,,"$102,694.00 ",0,0,0,Single Family Residence,4,63,15,0,18671,300.94,,5/25/2007,2017,"$102,694 ",,"$205,388 ",,"$205,388 ",Annual,21026,1,East Palo Alto,313.8071912,6028.841293,-122.1252439,37.45404981
63534160,216 Daphne Way,6068.98,1,,"$132,600.00 ",0,0,0,Single Family Residence,4,63,16,0,18670,317.09,,5/25/2007,2017,"$392,700 ",,"$525,300 ",,"$525,300 ",Annual,21026,1,East Palo Alto,320.6512998,6140.15828,-122.1254376,37.45428495
63534170,220 Daphne Way,5722.84,1,,"$166,829.00 ",0,0,0,Single Family Residence,4,63,17,0,18669,314.52,,5/25/2007,2017,"$166,829 ",,"$333,658 ","$7,000 ","$326,658 ",Annual,21026,1,East Palo Alto,310.3893238,5590.190732,-122.125549,37.45445401
63534180,224 Daphne Way,5832.31,1,,"$214,200.00 ",0,0,0,Single Family Residence,4,63,18,0,18668,328.66,,5/25/2007,2017,"$510,000 ",,"$724,200 ",,"$724,200 ",Annual,21026,1,East Palo Alto,325.9489008,5819.310365,-122.1256449,37.45458672
63534190,228 Daphne Way,6296.29,1,,"$212,207.00 ",0,0,0,Single Family Residence,4,63,19,0,18667,341.95,,5/25/2007,2017,"$212,207 ",,"$424,414 ","$7,000 ","$417,414 ",Annual,21026,1,East Palo Alto,333.7486182,5960.783872,-122.1257676,37.45469981
63534200,232 Daphne Way,6073.96,1,,"$167,825.00 ",0,0,0,Single Family Residence,4,63,20,0,18666,336.13,,5/25/2007,2017,"$67,274 ",,"$235,099 ","$7,000 ","$228,099 ",Annual,21026,1,East Palo Alto,333.5636536,6016.214401,-122.1257747,37.45484808
63534210,236 Daphne Way,5210.28,,,"$30,479.00 ",1,0,0,Single Family Residence,4,63,21,0,18665,315.1,,5/25/2007,2017,"$9,453 ",,"$39,932 ","$7,000 ","$32,932 ",Annual,21026,1,East Palo Alto,318.3509232,5410.853293,-122.1257635,37.45498806
63534220,240 Daphne Way,4884.76,,,"$154,771.00 ",0,0,0,Single Family Residence,4,63,22,0,18664,302.04,,5/25/2007,2017,"$154,771 ",,"$309,542 ","$7,000 ","$302,542 ",Annual,21026,1,East Palo Alto,311.7978907,5361.835328,-122.1257701,37.45512648
63481130,610 Circle Dr,8357.56,,,"$176,043 ",,,,Fourplex,1,63,13,0,18986,373.34,,5/25/2007,2017,"$721,781 ",,"$897,824 ",,"$897,824 ",Annual,21014,4,East Palo Alto,362.6075706,7843.013386,-122.1399837,37.45728623
63534230,244 Daphne Way,5019.44,,,"$144,583.00 ",0,0,0,Single Family Residence,4,63,23,0,18663,300.56,,5/25/2007,2017,"$144,583 ",,"$289,166 ","$7,000 ","$282,166 ",Annual,21026,1,East Palo Alto,298.2257993,4836.624719,-122.1257712,37.45526402
63534240,248 Daphne Way,5377.5,,,"$82,299.00 ",0,0,0,Single Family Residence,4,63,24,0,18662,304.5,,5/25/2007,2017,"$318,682 ",,"$400,981 ",,"$400,981 ",Annual,21026,1,East Palo Alto,298.1506221,5019.079791,-122.125768,37.45540093
63534250,252 Daphne Way,5146.18,,,"$173,830.00 ",0,0,0,Single Family Residence,4,63,25,0,18661,302.08,,5/25/2007,2017,"$100,331 ",,"$274,161 ","$7,000 ","$267,161 ",Annual,21026,1,East Palo Alto,305.1905876,5298.776457,-122.125733,37.45554213
63534260,256 Daphne Way,5322.96,,,"$120,323.00 ",0,0,0,Single Family Residence,4,63,26,0,18660,306.54,,5/25/2007,2017,"$120,323 ",,"$240,646 ",,"$240,646 ",Annual,21026,1,East Palo Alto,307.3173436,5320.170297,-122.1256702,37.45567772
63534270,260 Daphne Way,5340.81,,,"$38,276.00 ",1,0,0,Single Family Residence,4,63,27,0,18659,308.34,,5/25/2007,2017,"$9,453 ",,"$47,729 ","$7,000 ","$40,729 ",Annual,21026,1,East Palo Alto,315.4841338,5683.671052,-122.1255805,37.45580785
63534280,264 Daphne Way,5240.02,,,"$371,442.00 ",0,0,0,Single Family Residence,4,63,28,0,18658,306.44,,5/25/2007,2017,"$329,003 ",,"$700,445 ","$7,000 ","$693,445 ",Annual,21026,1,East Palo Alto,302.4702998,4976.618741,-122.125474,37.45592145
63534290,268 Daphne Way,5354.36,,,"$149,868.00 ",0,0,0,Single Family Residence,4,63,29,0,18657,309.28,,5/25/2007,2017,"$149,868 ",,"$299,736 ","$7,000 ","$292,736 ",Annual,21026,1,East Palo Alto,309.6824762,5366.037515,-122.1253521,37.45602025
63534300,272 Daphne Way,5688.33,1,,"$129,869.00 ",0,1,0,Single Family Residence,4,63,30,0,18656,315.77,,5/25/2007,2017,"$129,869 ",,"$259,738 ",,"$259,738 ",Annual,21026,1,East Palo Alto,310.7231403,5484.440574,-122.1252034,37.45610314
63534310,175 Wisteria Dr,7370.72,1,,"$201,214.00 ",0,1,0,Single Family Residence,4,63,31,0,18655,339.09,,5/25/2007,2017,"$201,214 ",,"$402,428 ",,"$402,428 ",Annual,21026,1,East Palo Alto,324.8241176,6791.945374,-122.1250095,37.45621834
63534320,171 Wisteria Dr,5989.27,1,,"$119,354.00 ",0,1,0,Single Family Residence,4,63,32,0,18654,314.8,,5/25/2007,2017,"$250,329 ",,"$369,683 ",,"$369,683 ",Annual,21026,1,East Palo Alto,289.1428825,4993.153643,-122.1248865,37.45606048
63540010,103 Daphne Way,7682.18,1,1,"$30,953.00 ",1,1,1,Single Family Residence,0,63,1,0,18623,390.93,,5/25/2007,2017,"$9,453 ",,"$40,406 ",,"$40,406 ",Annual,21026,1,East Palo Alto,390.0349013,7652.074196,-122.1226627,37.45383811
63540020,107 Daphne Way,6997.83,1,,"$30,953.00 ",1,1,1,Single Family Residence,0,63,2,0,18622,387.6,,5/25/2007,2017,"$9,453 ",,"$40,406 ",,"$40,406 ",Annual,21026,1,East Palo Alto,394.0637921,7521.737935,-122.1228477,37.45381026
63540030,111 Daphne Way,7419.36,1,,"$30,953.00 ",1,1,1,Single Family Residence,0,63,3,0,18621,393.24,,5/25/2007,2017,"$9,453 ",,"$40,406 ",,"$40,406 ",Annual,21026,1,East Palo Alto,391.7796883,7303.890974,-122.1229915,37.45373046
63540040,115 Daphne Way,7060.09,1,,"$124,188.00 ",0,1,0,Single Family Residence,0,63,4,0,18620,379.15,,5/25/2007,2017,"$124,188 ",,"$248,376 ","$7,000 ","$241,376 ",Annual,21026,1,East Palo Alto,378.3246324,6976.849346,-122.1231435,37.45366425
63540050,119 Daphne Way,6700.82,1,,"$38,276.00 ",1,1,1,Single Family Residence,0,63,5,0,18619,365.07,,5/25/2007,2017,"$9,453 ",,"$47,729 ","$7,000 ","$40,729 ",Annual,21026,1,East Palo Alto,366.9465125,6799.756318,-122.1232969,37.45359596
63540060,123 Daphne Way,6341.55,1,,"$110,954.00 ",0,1,0,Single Family Residence,0,63,6,0,18618,350.98,,5/25/2007,2017,"$272,953 ",,"$383,907 ",,"$383,907 ",Annual,21026,1,East Palo Alto,350.8518512,6316.259564,-122.1234527,37.45352974
63540070,127 Daphne Way,6724.71,1,,"$85,482.00 ",0,1,0,Single Family Residence,0,63,7,0,18617,349.32,,5/25/2007,2017,"$56,889 ",,"$142,371 ","$7,000 ","$135,371 ",Annual,21026,1,East Palo Alto,351.6292882,6849.86482,-122.1236145,37.45345295
63540080,131 Daphne Way,6533.17,1,,"$144,583.00 ",0,1,0,Single Family Residence,0,63,8,0,18616,339.97,,5/25/2007,2017,"$144,583 ",,"$289,166 ",,"$289,166 ",Annual,21026,1,East Palo Alto,324.3234657,5689.291725,-122.1237853,37.45338473
63540090,135 Daphne Way,5962.76,1,,"$70,773.00 ",0,1,0,Single Family Residence,0,63,9,0,18615,328.55,,5/25/2007,2017,"$34,420 ",,"$105,193 ","$7,000 ","$98,193 ",Annual,21026,1,East Palo Alto,328.8139526,5996.013635,-122.1239525,37.45331745
63540100,139 Daphne Way,16010.5,1,1,"$100,189.00 ",0,1,0,Single Family Residence,0,63,10,0,18614,723.32,,5/25/2007,2017,"$100,189 ",,"$200,378 ","$7,000 ","$193,378 ",Annual,21026,1,East Palo Alto,733.0289084,16267.06482,-122.1241116,37.453024
63540110,143 Daphne Way,15957.9,1,1,"$134,621.00 ",0,1,0,Single Family Residence,0,63,11,0,18613,648.56,,5/25/2007,2017,"$450,465 ",,"$585,086 ","$7,000 ","$578,086 ",Annual,21026,1,East Palo Alto,652.5302684,16512.76586,-122.1243176,37.45302205
63540120,147 Daphne Way,15494.72,1,1,"$88,763.00 ",0,1,0,Single Family Residence,0,63,12,0,18612,573.61,,5/25/2007,2017,"$221,912 ",,"$310,675 ",,"$310,675 ",Annual,21026,1,East Palo Alto,571.4999204,15328.77572,-122.1245633,37.45311606
63540130,151 Daphne Way,11945.05,1,1,"$65,890.00 ",0,1,0,Single Family Residence,0,63,13,0,18611,470.33,,5/25/2007,2017,"$146,442 ",,"$212,332 ","$7,000 ","$205,332 ",Annual,21026,1,East Palo Alto,472.1486878,12111.61978,-122.1248247,37.45322742
63540140,159 Daphne Way,9143.09,1,1,"$116,939.00 ",0,1,0,Single Family Residence,0,63,14,0,18610,399.02,,5/25/2007,2017,"$116,939 ",,"$233,878 ",,"$233,878 ",Annual,21026,1,East Palo Alto,399.0015606,9143.444238,-122.1250605,37.45335
63540150,161 Daphne Way,9528.91,1,1,"$49,233.00 ",1,1,1,Single Family Residence,0,63,15,0,18609,402.24,,5/25/2007,2017,"$9,453 ",,"$58,686 ","$7,000 ","$51,686 ",Annual,21026,1,East Palo Alto,401.7883884,9528.613929,-122.1252789,37.45347748
63540160,167 Daphne Way,9803.48,1,1,"$215,000.00 ",0,1,0,Single Family Residence,0,63,16,0,18608,415.95,,5/25/2007,2017,"$700,000 ",,"$915,000 ",,"$915,000 ",Annual,21026,1,East Palo Alto,425.9019651,10403.96728,-122.1254832,37.45362572
63540170,207 Daphne Way,10413.62,1,1,"$209,188.00 ",0,1,0,Single Family Residence,0,63,17,0,18607,444.2,,5/25/2007,2017,"$209,188 ",,"$418,376 ",,"$418,376 ",Annual,21026,1,East Palo Alto,447.2011606,10503.48231,-122.1256593,37.45376897
63540180,211 Daphne Way,11757.84,1,1,"$36,987.00 ",1,1,1,Single Family Residence,0,63,18,0,18606,482.65,,5/25/2007,2014,"$8,951 ",,"$45,938 ","$7,000 ","$38,938 ",Annual,21026,1,East Palo Alto,489.8668352,12065.5532,-122.1258298,37.453902
63540190,215 Daphne Way,12572.07,1,1,"$104,556.00 ",0,1,0,Single Family Residence,0,63,19,0,18605,505.75,,5/25/2007,2017,"$104,556 ",,"$209,112 ",,"$209,112 ",Annual,21026,1,East Palo Alto,508.2113714,12577.7815,-122.1259906,37.45403597
63540220,227 Daphne Way,6107.26,1,,"$283,600.00 ",0,0,0,Single Family Residence,0,63,22,0,18604,339.83,,5/25/2007,2017,"$283,600 ",,"$567,200 ",,"$567,200 ",Annual,21026,1,East Palo Alto,345.3335613,6213.256777,-122.1261564,37.45437734
63540250,223 Daphne Way,10182.12,1,1,"$336,036.00 ",0,1,0,Single Family Residence,0,63,25,0,18603,461.96,,5/25/2007,2017,"$336,036 ",,"$672,072 ",,"$672,072 ",Annual,21026,1,East Palo Alto,460.9043615,10019.57694,-122.1260641,37.45421052
63551010,1231 Camellia Dr,5414.44,,,"$97,290.00 ",0,0,0,Single Family Residence,1,63,1,0,18599,299.95,,5/25/2007,2017,"$42,865 ",,"$140,155 ",,"$140,155 ",Annual,21026,1,East Palo Alto,293.7005747,5273.28543,-122.1261191,37.45720691
63551020,1227 Camellia Dr,6642.31,1,,"$102,000.00 ",0,0,0,Single Family Residence,1,63,2,0,18598,343.45,,5/25/2007,2017,"$459,000 ",,"$561,000 ",,"$561,000 ",Annual,21026,1,East Palo Alto,332.7750826,6164.681121,-122.1263877,37.45728001
63551030,1223 Camellia Dr,5101.17,,,"$39,318.00 ",1,0,0,Single Family Residence,1,63,3,0,18597,310.87,,5/25/2007,2017,"$9,453 ",,"$48,771 ","$7,000 ","$41,771 ",Annual,21026,1,East Palo Alto,319.5459262,5668.064102,-122.1265659,37.45723959
63551040,1219 Camellia Dr,5318.16,,,"$105,651.00 ",0,0,0,Single Family Residence,1,63,4,0,18596,308.33,,5/25/2007,2017,"$95,709 ",,"$201,360 ",,"$201,360 ",Annual,21026,1,East Palo Alto,303.0133733,5157.494488,-122.1267404,37.45719077
63551050,1215 Camellia Dr,5401.61,,,"$127,901.00 ",0,0,0,Single Family Residence,1,63,5,0,18595,310.07,,5/25/2007,2017,"$127,901 ",,"$255,802 ",,"$255,802 ",Annual,21026,1,East Palo Alto,306.9024852,5326.835311,-122.126911,37.45713481
63551060,1211 Camellia Dr,5764.65,1,,"$205,262.00 ",0,0,0,Single Family Residence,1,63,6,0,18594,324.7,,5/25/2007,2017,"$205,262 ",,"$410,524 ","$7,000 ","$403,524 ",Annual,21026,1,East Palo Alto,321.9284495,5690.137745,-122.1270813,37.45707238
63551070,1207 Camellia Dr,7392.68,1,,"$240,221.00 ",0,0,0,Single Family Residence,1,63,7,0,18593,393.33,,5/25/2007,2017,"$240,221 ",,"$480,442 ","$7,000 ","$473,442 ",Annual,21026,1,East Palo Alto,390.3229938,7627.493026,-122.1272644,37.45702305
63551080,1203 Camellia Dr,7167.91,1,,"$288,245.00 ",0,0,0,Single Family Residence,1,63,8,0,18592,369.04,,5/25/2007,2017,"$288,245 ",,"$576,490 ",,"$576,490 ",Annual,21026,1,East Palo Alto,351.8854037,6412.376989,-122.1273838,37.45690589
63551090,1155 Camellia Dr,6048,1,,"$169,613.00 ",0,0,0,Single Family Residence,1,63,9,0,18591,340.37,,5/25/2007,2017,"$169,613 ",,"$339,226 ",,"$339,226 ",Annual,21026,1,East Palo Alto,335.65278,6019.430316,-122.1274927,37.45678801
63551100,1151 Camellia Dr,5709.2,1,,"$256,746.00 ",0,0,0,Single Family Residence,1,63,10,0,18590,327.13,,5/25/2007,2017,"$138,448 ",,"$395,194 ",,"$395,194 ",Annual,21026,1,East Palo Alto,319.0269856,5408.058527,-122.1275941,37.45667298
63551110,1147 Camellia Dr,5016.81,,,"$269,244.00 ",0,0,0,Single Family Residence,1,63,11,0,18589,306.96,,5/25/2007,2017,"$269,244 ",,"$538,488 ",,"$538,488 ",Annual,21026,1,East Palo Alto,308.5206017,5150.722142,-122.1276921,37.45656334
63551120,1143 Camellia Dr,5258.47,,,"$253,173.00 ",0,0,0,Single Family Residence,1,63,12,0,18588,307.22,,5/25/2007,2017,"$253,173 ",,"$506,346 ",,"$506,346 ",Annual,21026,1,East Palo Alto,314.4985467,5634.479583,-122.127812,37.45645667
63551130,1139 Camellia Dr,5572.15,1,,"$112,156.00 ",0,0,0,Single Family Residence,1,63,13,0,18587,312.6,,5/25/2007,2017,"$112,156 ",,"$224,312 ","$7,000 ","$217,312 ",Annual,21026,1,East Palo Alto,300.267921,4948.73792,-122.1279414,37.45635898
63551140,1135 Camellia Dr,5040.71,,,"$121,733.00 ",0,0,0,Single Family Residence,1,63,14,0,18586,301.63,,5/25/2007,2017,"$121,733 ",,"$243,466 ","$7,000 ","$236,466 ",Annual,21026,1,East Palo Alto,306.551132,5336.30246,-122.1280781,37.4562704
63551150,1131 Camellia Dr,4867.93,,,"$130,952.00 ",0,0,0,Single Family Residence,1,63,15,0,18585,298.52,,5/25/2007,2017,"$130,952 ",,"$261,904 ",,"$261,904 ",Annual,21026,1,East Palo Alto,301.34257,5161.12338,-122.1282276,37.45618824
63551160,1127 Camellia Dr,5752.84,1,,"$118,573.00 ",0,0,0,Single Family Residence,1,63,16,0,18584,320.23,,5/25/2007,2017,"$118,573 ",,"$237,146 ",,"$237,146 ",Annual,21026,1,East Palo Alto,300.8667849,5019.006535,-122.128383,37.45611887
63551170,1123 Camellia Dr,5329.95,,,"$143,238.00 ",0,0,0,Single Family Residence,1,63,17,0,18583,324.04,,5/25/2007,2017,"$212,207 ",,"$355,445 ",,"$355,445 ",Annual,21026,1,East Palo Alto,319.2523243,5381.077567,-122.1285368,37.45604332
63551180,1119 Camellia Dr,5743.71,1,,"$42,563.00 ",1,0,0,Single Family Residence,1,63,18,0,18582,306.58,,5/25/2007,2017,"$9,453 ",,"$52,016 ","$7,000 ","$45,016 ",Annual,21026,1,East Palo Alto,301.4449266,5622.280507,-122.1288005,37.45592093
63551190,208 Verbena Dr,5071.42,,,"$91,972.00 ",0,0,0,Single Family Residence,1,63,19,0,18581,302.86,,5/25/2007,2017,"$54,188 ",,"$146,160 ",,"$146,160 ",Annual,21026,1,East Palo Alto,295.5846671,4867.189145,-122.1287958,37.45606847
63551200,212 Verbena Dr,5052.43,,,"$224,216.00 ",0,0,0,Single Family Residence,1,63,20,0,18580,302.1,,5/25/2007,2017,"$128,982 ",,"$353,198 ","$7,000 ","$346,198 ",Annual,21026,1,East Palo Alto,298.990379,5050.394223,-122.1288006,37.45620731
63515040,1837 Clarke Ave,41904.77,,,"$991,440 ",,,,Five or More Units,5,63,4,0,18908,1072.53,,5/25/2007,2017,"$5,505,960 ",,"$6,497,400 ",,"$6,497,400 ",Annual,21004,5,East Palo Alto,1069.881032,42421.17831,-122.1352653,37.45501909
63551210,104 Gardenia Way,5473.08,,,"$25,344.00 ",1,0,0,Single Family Residence,1,63,21,0,18579,313.3,,5/25/2007,2017,"$35,112 ",,"$60,456 ","$7,000 ","$53,456 ",Annual,21026,1,East Palo Alto,296.8844581,4883.490212,-122.1287904,37.45634845
63551220,108 Gardenia Way,4920.76,,,"$157,305.00 ",0,0,0,Single Family Residence,1,63,22,0,18578,295.19,,5/25/2007,2017,"$157,305 ",,"$314,610 ",,"$314,610 ",Annual,21026,1,East Palo Alto,305.9990268,5423.45692,-122.1285337,37.45633953
63551230,112 Gardenia Way,5008.78,,,"$114,305.00 ",0,0,0,Single Family Residence,1,63,23,0,18577,295.24,,5/25/2007,2017,"$80,833 ",,"$195,138 ","$7,000 ","$188,138 ",Annual,21026,1,East Palo Alto,287.3549114,4753.541512,-122.1283687,37.45642445
63551240,116 Gardenia Way,4927.55,,,"$30,157.00 ",1,0,0,Single Family Residence,1,63,24,0,18576,294.08,,5/25/2007,2017,"$9,453 ",,"$39,610 ","$7,000 ","$32,610 ",Annual,21026,1,East Palo Alto,284.0969879,4680.139416,-122.128221,37.45650941
